Company Name,Funding Stage,Amount,Year Funded,Investor,Industry,Location
Craftsvilla,Undisclosed,2000000,2020,Supera Investments,E-Commerce and Retail,Mumbai
Rupifi,Pre-Seed,11640232,2020,Ashneer Grover,Finance and FinTech,Bangalore
SnackAmor,Seed Round,955981,2020,Undisclosed,Agriculture and Food,Mumbai
Zealthy,Seed Round,955981,2020,KYT Ventures,Healthcare and Wellness,Bangalore
CoinDCX,Series A,5032439,2020,Polychain Capital,Finance and FinTech,Mumbai
NuNu TV,Undisclosed,2000000,2020,Risers Accelerators,Media and Entertainment,Unknown
QTalk,Seed Round,955981,2020,Accel India,Technology,Bangalore
Shadez,Seed Round,955981,2020,Inflection Point Ventures,Real Estate and Construction,Mumbai
Excess2Sell,Undisclosed,2000000,2020,Gautham Madhavan,E-Commerce and Retail,Mumbai
Stanplus,Pre-Series A,7462445,2020,Pegasus FinInvest,Healthcare and Wellness,Hyderabad
Pitstop,Series A,5032439,2020,TPG-backed Group Landmark,Transportation and Mobility,Bangalore
Univariety,Undisclosed,2000000,2020,Info Edge,Education,Hyderabad
Peel Works,"Series C, D",6671339,2020,CESC Ventures,Technology,Mumbai
CoreStack,Series A,5032439,2020,Naya Ventures,Technology,Chennai
Vivriti Capital,Series B,2500000,2020,LGT Lightstone Aspada,Finance and FinTech,Chennai
Agnikul,Pre-Series A,6671339,2020,pi Ventures,Technology,Chennai
Fintso,Undisclosed,2000000,2020,Rajeev Juneja,Finance and FinTech,Unknown
Khatabook,Undisclosed,2000000,2020,Mahendra Singh Dhoni,Finance and FinTech,Bangalore
Smart Coin,Series A,5032439,2020,LGT LightstoneAspada,Finance and FinTech,Bengaluru
ZunRoof,Series A,5032439,2020,Godrej Investments,Energy and Environment,Gurugram
Shop101,Series C,79903750,2020,Stellaris Venture Partners,E-Commerce and Retail,Mumbai
OM Bhakti,Seed Round,955981,2020,Venture Catalysts,E-Commerce and Retail,Bangalore
Lal10,Undisclosed,2000000,2020,Sorenson Impact,E-Commerce and Retail,Uttar Pradesh
Anaxee Digital Runner,Undisclosed,2000000,2020,Orios Venture Partners,Technology,Indore
CollegeKhabri,Undisclosed,2000000,2020,Vishal Dixit,Education,Bhopal
Ola Electric,Undisclosed,2000000,2020,Pawan Munjal Family Trust Fund,Transportation and Mobility,Bangalore
Multi Living,Undisclosed,2000000,2020,Lodha Ventures,Real Estate and Construction,Mumbai
FamPay,Seed Round,955981,2020,Y Combinator,Finance and FinTech,Bangalore
UnboxRobotics Labs,Seed Round,955981,2020,Arali Ventures,Technology,Bangalore
Karbon Card,Seed Round,955981,2020,Kunal Shah,Finance and FinTech,Bangalore
Airmeet,Undisclosed,2000000,2020,Accel India,Media and Entertainment,Bangalore
Innerchef,Undisclosed,2000000,2020,Mistletoe,Agriculture and Food,Gurgaon
Epigamia,Series C,79903750,2020,KA Enterprise,E-Commerce and Retail,Mumbai
StyleNook,Undisclosed,2000000,2020,Lead Angels Network,E-Commerce and Retail,Mumbai
Callido Learning,Undisclosed,2000000,2020,Education Catalyst Fund,Education,Mumbai
Soxytoes,Undisclosed,2000000,2020,Angel network,E-Commerce and Retail,Delhi
F5,Seed Round,955981,2020,LetsVenture investors,E-Commerce and Retail,Delhi
Paper Boat,Undisclosed,2000000,2020,Advent Management,Agriculture and Food,Bangalore
Strata,Seed Round,955981,2020,SAIF Partners,Technology,Bangalore
Salesken,Series A,5032439,2020,Sequoia India,Technology,Bangalore
Arya,Series B,2500000,2020,LGT Lightstone Aspada,Agriculture and Food,Noida
Leap Finance,Undisclosed,2000000,2020,Sequoia India,Finance and FinTech,Bangalore
Sleepy Owl,Undisclosed,2000000,2020,Rukam Capital,Agriculture and Food,Delhi
Tricog,Series B,2500000,2020,UTEC-The University of Tokyo Edge Capital,Healthcare and Wellness,Bangalore
GogoBus,Undisclosed,2000000,2020,Ixigo,Professional Services,Delhi
Trell,Pre-Series A,11262932,2020,Sequoia’s Surge,E-Commerce and Retail,Bangalore
Spaciya Consultants,Pre-Series A,15752071,2020,Alok Garg,Real Estate and Construction,Noida
Bounce,Undisclosed,2000000,2020,InnoVen Capital,Transportation and Mobility,Bangalore
Neeman,Pre-Series A,11262932,2020,Anicut Angel Fund,E-Commerce and Retail,Hyderabad
Chqbook,Series A,5032439,2020,Aavishkaar Capital,Finance and FinTech,Gurugram
SMEcorner,Series B,2500000,2020,Paragon Partners,Finance and FinTech,Mumbai
Oda Class,Pre-Series A,8556808,2020,Yuanfudao,Education,Bangalore
Spinny,Series B,2500000,2020,Nandan Nilekani,E-Commerce and Retail,Haryana
goStops,Undisclosed,2000000,2020,Atraxn Partners.,Real Estate and Construction,Delhi
Umeed Housing,Series D,100000000,2020,Morgan Stanley Private Equity Asia,Finance and FinTech,Haryana
Vogo,Series C,79903750,2020,Lightstone Aspada,Transportation and Mobility,Bangalore
Flick Stree,Series A,5032439,2020,Samsung Venture Investment,Media and Entertainment,Mumbai
Qure ai,Undisclosed,2000000,2020,Sequoia India,Healthcare and Wellness,Mumbai
MinionLabs,Undisclosed,2000000,2020,Indian Angel Network,Technology,Bangalore
Josh Talks,Pre-Series A,4428638,2020,Media Development Investment Fund,Media and Entertainment,Haryana
PhoneParLoan,Undisclosed,2000000,2020,Accelerator MOX,Finance and FinTech,Delhi
RailYatri,Undisclosed,2000000,2020,Nandan Nilekani,Professional Services,Noida
AjnaLens,Pre-Series A,6671339,2020,Maharashtra Defence,Technology,Thane
Pepper,Seed Round,955981,2020,Kunal Bahl,Media and Entertainment,Mumbai
Rupeek,Undisclosed,2000000,2020,GGV Capital,Finance and FinTech,Bangalore
iMerit,Series B,2500000,2020,CDC Group Plc,Technology,Kolkata
BharatPe,Series C,79903750,2020,Ribbit Capital,Finance and FinTech,Delhi
Invideo,Undisclosed,2000000,2020,Sequoia Capital’s Surge,Media and Entertainment,Unknown
AvalonMeta,Undisclosed,2000000,2020,Peerplays,Education,Unknown
Near Store,Seed Round,955981,2020,Sauce.vc,E-Commerce and Retail,Mumbai
ElecTorq,Undisclosed,2000000,2020,AdvantEdge,Transportation and Mobility,Delhi
Prayaan Capital,Seed Round,955981,2020,Accion Venture Lab,Finance and FinTech,Chennai
Sanfe,Pre-Series A,7462445,2020,SucSEED Venture Partners,Healthcare and Wellness,Delhi
Go Desi,Seed Round,955981,2020,Rukam Capital,Agriculture and Food,Delhi
Swiggy,Series A,5032439,2020,Prosus N.V,Agriculture and Food,Bangalore
Whatfix,Series C,79903750,2020,Sequoia Capital India,Technology,Bengaluru
Unacademy,Series E,18000000,2020,Facebook,Education,Bangalore
Zvesta,Undisclosed,2000000,2020,Hindustan Media Ventures,Technology,Gurugram
Dunzo,Undisclosed,2000000,2020,Alteria Capital,Transportation and Mobility,Bangalore
Digit Insurance,Undisclosed,2000000,2020,Virat Kohli,Technology,Bangalore
Yolo,Seed Round,955981,2020,Undisclosed,Transportation and Mobility,Gurugram
SmartVizX,Pre-Series A,6671339,2020,Rockstud Capital,Technology,Noida
MaxWholesale,Series A,5032439,2020,IAN Fund-I,E-Commerce and Retail,Delhi
Carbon Clean,Undisclosed,2000000,2020,WAVE Equity Partners,Energy and Environment,Unknown
Onsitego,Series B,2500000,2020,Zodius Growth Fund,Marketing and Advertising,Mumbai
Genius Corner,Undisclosed,2000000,2020,Mahesh Mohta,Education,Noida
PlanetSpark,Undisclosed,2000000,2020,Indian Angel Network,Education,Gurugram
CamCom,Undisclosed,2000000,2020,Triton Investment Advisors,Technology,Bangalore
Simsim,Series B,2500000,2020,Accel Partners,E-Commerce and Retail,Bangalore
Shuttl,Series C,79903750,2020,SIG Global India Fund,Transportation and Mobility,Delhi
HooLiv,Undisclosed,2000000,2020,Kolte-Patil Family Office,Real Estate and Construction,Delhi
ClassMonitor,Undisclosed,2000000,2020,Ashwin Khorana,Education,Indore
Friyey,Undisclosed,2000000,2020,Tarun Bhalla,Real Estate and Construction,Pune
Oga,Undisclosed,2000000,2020,Inflection Point Ventures,Healthcare and Wellness,Bangalore
Big Basket,Undisclosed,2000000,2020,Trifecta Capital,E-Commerce and Retail,Bangalore
CYFIRMA,Series A,5032439,2020,Z3 Partners,Technology,Bangalore
Innoviti,Undisclosed,2000000,2020,FMO,Professional Services,Bangalore
Paytm money,Undisclosed,2000000,2020,One97 Communications,Finance and FinTech,Bangalore
Vedantu,Series C,79903750,2020,GGV Capital,Education,Bangalore
Yap,Undisclosed,2000000,2020,Amrish Rau,Finance and FinTech,Chennai
Clover,Series A,5032439,2020,Omnivore,Agriculture and Food,Bangalore
Nova Credit,Series B,2500000,2020,Kleiner Perkins,Finance and FinTech,Unknown
CodingNinjas,Series A,5032439,2020,Info Edge Ltd,Education,Delhi
Furlenco,Series C,79903750,2020,Chowdry Associates,E-Commerce and Retail,Bangalore
Brick&Bolt,Pre-Series A,12250186,2020,Surge,Professional Services,Bangalore
HempStreet,Pre-Series A,7462445,2020,Pharmacon Holdings,Healthcare and Wellness,Delhi
MoEngage,Series C,79903750,2020,Eight Roads Ventures,Marketing and Advertising,Bangalore
Classplus,Pre-Series A,8556808,2020,Blume Ventures,Education,Noida
Chaayos,Undisclosed,2000000,2020,Think Investment,Agriculture and Food,Unknown
PetPooja,Undisclosed,2000000,2020,Udaan,Technology,Ahmedabad
Altor,Undisclosed,2000000,2020,Venture Catalysts,Technology,Unknown
Pepperfry,Series F,11262932,2020,Pidilite Industries,E-Commerce and Retail,Mumbai
FirstCry,Series E,18000000,2020,Softbank’s Vision Fund,E-Commerce and Retail,Pune
Byju,Undisclosed,2000000,2020,General Atlantic,Education,Unknown
Waycool,Series C,79903750,2020,LightBox Ventures,Agriculture and Food,Chennai
WorkIndia,Undisclosed,2000000,2020,Xiaomi,Professional Services,Unknown
Qyuki,Undisclosed,2000000,2020,Info Edge Venture Fund,Media and Entertainment,Mumbai
Leap India,Series B,2500000,2020,Neev Fund,Agriculture and Food,Coimbatore
Picxy,Undisclosed,2000000,2020,FirstCheque,Media and Entertainment,Hyderabad
Krimanshi,Undisclosed,2000000,2020,Arunachal Pradesh Social Entrepreneurship Meet,Agriculture and Food,Jodhpur
NEETprep,Undisclosed,2000000,2020,IndiaQuotient,Education,Delhi
Dot Pvt. Ltd,Seed Round,955981,2020,PayU,Finance and FinTech,Gurugram
Kuku FM,Series A,5032439,2020,Vertex Ventures,Media and Entertainment,Mumbai
SuperMoney,Pre-Series A,11640232,2020,Unitus Ventures.,Finance and FinTech,Mumbai
Rebel Foods,Undisclosed,2000000,2020,Alteria Capital,Agriculture and Food,Unknown
AlphaVector,Undisclosed,2000000,2020,Avaana Capital,Technology,Bangalore
Fox Capital,Undisclosed,2000000,2020,Institutional Investors,Finance and FinTech,Jaipur
Tribe Theory,Undisclosed,2000000,2020,Tim Draper,Real Estate and Construction,Bangalore
Fleetx,Series A,5032439,2020,Beenext,Technology,Gurugram
Embibe,Undisclosed,2000000,2020,Reliance Industries Limited (RIL),Education,Mumbai
Entri,Seed Round,955981,2020,Good Capital,Education,Kochi
Oye! Rickshaw,Series A,5032439,2020,Chiratae Ventures,Transportation and Mobility,Delhi
Seal Professional,Pre-Series A,8556808,2020,Equanimity Ventures,Education,Bangalore
Sprinng Foods,Undisclosed,2000000,2020,Mistletoe,Agriculture and Food,Mumbai
1MG,Undisclosed,2000000,2020,Bill & Melinda Gates Foundation,Healthcare and Wellness,Gurugram
Aagey,Undisclosed,2000000,2020,JITO Angel Network,Finance and FinTech,Bangalore
Doubtnut,Series A,5032439,2020,Tencent,Education,Gurugram
AdonMo,Undisclosed,2000000,2020,Ant Financial,Technology,Bangalore
RACEnergy,Seed Round,955981,2020,GrowX ventures,Transportation and Mobility,Unknown
BharatPe,Undisclosed,2000000,2020,Coatue Management,Finance and FinTech,Delhi
Kisan Network,Seed Round,955981,2020,Atsushi Taira,Agriculture and Food,Gurugram
Vogo,Series C,79903750,2020,Lightstone Aspada,Transportation and Mobility,Bangalore
Yolo,Seed Round,955981,2020,Undisclosed,Transportation and Mobility,Gurugram
Unotech,Undisclosed,2000000,2020,Manish Choksi,Technology,Mumbai
Zetwerk,Undisclosed,2000000,2020,InnoVen capital,E-Commerce and Retail,Bangalore
CureSkin,Undisclosed,2000000,2020,SenseAI Ventures,Healthcare and Wellness,Bangalore
WizKlub,Seed Round,955981,2020,Incubate Fund India,Education,Bangalore
Interviewbit,Series A,5032439,2020,Tiger Global Management,Education,Pune
MoneyTap,Series B,2500000,2020,Aquiline Technology Growth (ATG),Finance and FinTech,Bengaluru
Uniplatform Tech,Undisclosed,2000000,2020,Frontline Strategy Finds,Technology,Delhi
INdwealth,Series C,79903750,2020,Tiger Global,Finance and FinTech,Gurugram
Bizongo,Series C,79903750,2020,Schroder Adveq,E-Commerce and Retail,Mumbai
AppsFlyer,Series D,100000000,2020,General Atlantic,Technology,Bangalore
Digit Insurance,Undisclosed,2000000,2020,A91 Partners,Technology,Bangalore
Livspace,Series D,100000000,2020,Tahoe Investment Group,Real Estate and Construction,Bangalore
GetVantage,Seed Round,955981,2020,Samyakth Capital,Finance and FinTech,Mumbai
Konfinity,Undisclosed,2000000,2020,Angel investors,Education,Noida
Pine Labs,Undisclosed,2000000,2020,Mastercard,Finance and FinTech,Noida
Instoried,Undisclosed,2000000,2020,SOSV,Technology,Delhi
Nupay,Undisclosed,2000000,2020,Venture Catalysts,Finance and FinTech,Haryana
LogiNext,Series B,2500000,2020,Tiger Global,Transportation and Mobility,Mumbai
Samosa Singh,Series A,5032439,2020,She Capital,Agriculture and Food,Bangalore
Crysta,Pre-Series A,7462445,2020,Green Shots Capital,Healthcare and Wellness,Delhi
Eupheus Learning,Series A,5032439,2020,Yuj Ventures,Education,New Delhi
Bounce,Series D,100000000,2020,Accel Partners,Transportation and Mobility,Bangalore
Park+,Undisclosed,2000000,2020,Sequoia Capital,Technology,Unknown
Goodmylk,Seed Round,955981,2020,Ginni International,Agriculture and Food,Bangalore
SmartKarrot,Undisclosed,2000000,2020,Angel investors,Technology,Unknown
Skylo,Series B,2500000,2020,SoftBank Group,Technology,Bengaluru
Tea Trunk,Undisclosed,2000000,2020,Angel investors,Agriculture and Food,Goa
Zoomcar,Series D,100000000,2020,Sony Innovation Fund,Transportation and Mobility,Bangalore
Mera Cashier,Seed Round,955981,2020,Amit Singal,Finance and FinTech,Noida
Samya AI,Seed Round,955981,2020,Sequoia India,Technology,Bengaluru
Kristal AI,Series A,5032439,2020,Chiratae Ventures,Technology,Bengaluru
Invento Robotics,Seed Round,955981,2020,Windrose Capital,Technology,Bengaluru
Zimyo,Undisclosed,2000000,2020,Yatra Angel Network (YAN),Professional Services,Gurugram
Sabse Sasta Dukaan,Undisclosed,2000000,2020,Angel investors,Healthcare and Wellness,Kolkata
Fitphilia,Undisclosed,2000000,2020,Angel investors,Healthcare and Wellness,Mumbai
Medicus,Undisclosed,2000000,2020,Angel investors,Healthcare and Wellness,Mumbai
Monech,Seed Round,955981,2020,Angel investors,Finance and FinTech,Mumbai
Teach Us,Seed Round,955981,2020,Angel investors,Education,Mumbai
Dealberg,Undisclosed,2000000,2020,Undisclosed,E-Commerce and Retail,Bangalore
Phenom People,Series C,79903750,2020,WestBridge Capital,Professional Services,Hyderabad
Extra Edge,Pre-Series A,8556808,2020,Sprout Venture Partners,Education,Pune
Capital Quotient,Undisclosed,2000000,2020,Undisclosed,Finance and FinTech,Bangalore
Karfa,Seed Round,955981,2020,Undisclosed,E-Commerce and Retail,Delhi
Gamerji,Undisclosed,2000000,2020,La Gajjar Group,Media and Entertainment,Unknown
Bounce,Series D,100000000,2020,Accel Partners,Transportation and Mobility,Bangalore
Zinier,Series C,79903750,2020,ICONIQ Capital,Industrial and Manufacturing,Bangalore
ProEves,Seed Round,955981,2020,1Crowd,Healthcare and Wellness,Delhi
Toddle,Undisclosed,2000000,2020,Matrix Partners India,Real Estate and Construction,Bengaluru
Aesthetic Nutrition,Pre-Series A,10325380,2020,DSG Consumer Partners,Agriculture and Food,Unknown
Capital Float,Undisclosed,2000000,2020,Sequoia Capital,Finance and FinTech,Bangalore
Ninjacart,Series C,79903750,2020,Flipkart India,E-Commerce and Retail,Bangalore
TechnifyBiz,Seed Round,955981,2020,Omnivore,E-Commerce and Retail,Delhi
Wysh,Series A,5032439,2020,Kalaari Capital,Media and Entertainment,Hyderabad
Keito,Seed Round,955981,2020,Suma Soft Pvt Ltd,Technology,Pune
Klub,Pre-Seed,11640232,2020,Sequoia Surge,Finance and FinTech,Bengaluru
Aadhar,Seed Round,955981,2020,Sprout Venture Partners,E-Commerce and Retail,Mumbai
IncubateHub,Undisclosed,2000000,2020,Venture Catalysts,Technology,Bengaluru
Rage Coffee,Undisclosed,2000000,2020,Refex Capital,E-Commerce and Retail,Delhi
Skilancer,Undisclosed,2000000,2020,Venture Catalysts,Technology,Noida
Harappa Education,Undisclosed,2000000,2020,James Murdoch-led Lupa Systems,Education,New Delhi
Rheo,Undisclosed,2000000,2020,Lightspeed Venture Partners,Media and Entertainment,Unknown
Axio Biosolutions,Series B,2500000,2020,Omidyar Network India,Healthcare and Wellness,Bangalore
Techbooze,Series A,5032439,2020,Space Capital,Professional Services,Delhi
PayMart,Undisclosed,2000000,2020,IIM Ahmedabad’s incubator (CIIE.CO),Finance and FinTech,Chandigarh
Testbook,Series B,2500000,2020,Iron Pillar,Education,Gurugram
FabAlley,Undisclosed,2000000,2020,Trifecta Capital,E-Commerce and Retail,Noida
HaikuJAM,Undisclosed,2000000,2020,Lightbox. Social Capital,Professional Services,Unknown
Mamaearth,Series A,5032439,2020,Sequoia India,E-Commerce and Retail,Gurugram
Rentomojo,Undisclosed,2000000,2020,GMO Payment Gateway,Real Estate and Construction,Unknown
Zomato,Undisclosed,2000000,2020,Ant Financial,Agriculture and Food,Unknown
Byju,Undisclosed,2000000,2020,Tiger Global,Education,Unknown
Generico,Undisclosed,2000000,2020,Alteria Capital,Healthcare and Wellness,Mumbai
HighRadius,Series B,2500000,2020,ICONIQ Capital,Technology,Hyderabad
Chai Kings,Undisclosed,2000000,2020,The Chennai Angels (TCA),Agriculture and Food,Chennai
Rivigo,Series F,14747749,2020,Trifecta Capital,Transportation and Mobility,Gurugram
BuildPan,Seed Round,955981,2020,HNIs in India,Technology,Indore
Shiksha,Undisclosed,2000000,2020,Mumbai Angels Network,Education,Unknown
Super Surfaces,Series A,5032439,2020,Vishnu Reddy,Real Estate and Construction,Hyderabad
Quicko,Undisclosed,2000000,2020,Zerodha fintech fund,Professional Services,Ahmedabad
Satin Creditcare,Undisclosed,2000000,2020,Austrian Bank,Finance and FinTech,Gurgaon
XpressBees,Undisclosed,2000000,2020,Alibaba,Transportation and Mobility,Unknown
FarmERP,Series A,5032439,2020,TechnoGen,Agriculture and Food,Pune
Wealth Bucket,Undisclosed,2000000,2020,NorthStar,Finance and FinTech,Unknown
GoMechanic,Series B,2500000,2020,Chiratae Ventures,Transportation and Mobility,Delhi
Fashor,Pre-Series A,3868879,2020,Sprout venture partners,Consumer Goods,Chennai
Leverage Edu,Undisclosed,2000000,2020,DSG Consumer Partners,Education,Delhi
EpiFi,Seed Round,955981,2020,Sequoia India,Finance and FinTech,Bengaluru
Purplle,Undisclosed,2000000,2020,Verlinvest,Healthcare and Wellness,Mumbai
Shuttl,Series C,79903750,2020,SIG Global India Fund LLP.,Transportation and Mobility,Delhi
Pando,Series A,5032439,2020,Chiratae Ventures,Technology,Chennai
Unbox Robotics,Pre-Series A,6671339,2021,BEENEXT,Technology,Bangalore
upGrad,Undisclosed,2000000,2021,Unilazer Ventures,Education,Mumbai
Lead School,Series D,100000000,2021,GSV Ventures,Education,Mumbai
Bizongo,Series C,79903750,2021,CDC Group,E-Commerce and Retail,Mumbai
FypMoney,Seed Round,955981,2021,Liberatha Kallat,Finance and FinTech,Gurugram
Urban Company,Undisclosed,2000000,2021,Vy Capital,Real Estate and Construction,New Delhi
Comofi Medtech,Undisclosed,2000000,2021,CIIE.CO,Healthcare and Wellness,Bangalore
Qube Health,Pre-Series A,7462445,2021,Inflection Point Ventures,Healthcare and Wellness,Mumbai
Vitra.ai,Undisclosed,2000000,2021,Inflexor Ventures,Technology,Bangalore
Taikee,Undisclosed,2000000,2021,Unknown,E-Commerce and Retail,Mumbai
Fitterfly,Pre-Series A,7462445,2021,9Unicorns Accelerator Fund,Healthcare and Wellness,Mumbai
FreeStand,Undisclosed,2000000,2021,SucSEED Indovation,E-Commerce and Retail,New Delhi
MyDentalPlan,Seed Round,955981,2021,Safe Planet Medicare,Healthcare and Wellness,Bangalore
Freyr Energy,Undisclosed,2000000,2021,Impact Partners,Energy and Environment,Hyderabad
DealShare,Undisclosed,2000000,2021,Tiger Global Management,E-Commerce and Retail,Jaipur
Tessolve,Undisclosed,2000000,2021,Novo Tellus Capital,E-Commerce and Retail,Bangalore
Smart Joules,Undisclosed,2000000,2021,Raintree Family Office,Energy and Environment,New Delhi
ORAI,Pre-Series A,6671339,2021,Inflection Point Ventures,Technology,Bangalore
ixamBee,Seed Round,955981,2021,Mumbai Angels,Education,New Delhi
CoinSwitch Kuber,Series B,2500000,2021,Paradigm,Finance and FinTech,Bangalore
Razorpay,Series E,18000000,2021,Matrix Partners India,Finance and FinTech,Bangalore
Uable,Seed Round,955981,2021,Chiratae Ventures,Education,Bangalore
ZFW Hospitality,Pre-Seed,10325380,2021,Mumbai Angels Network,Agriculture and Food,New Delhi
Optimized Electrotech,Pre-Series A,14747749,2021,GVFL,Transportation and Mobility,Ahmadabad
Northern Arc,Undisclosed,2000000,2021,Kotak Mahindra Bank,Finance and FinTech,Chennai
Chara,Seed Round,955981,2021,Kalaari Capital,Technology,Bangalore
Sirona Hygiene,Series A,5032439,2021,NB Ventures,Healthcare and Wellness,New Delhi
Pristyn Care,Series D,100000000,2021,Sequoia Capital India,Healthcare and Wellness,Gurugram
TrulyMadly,Pre-Series A,4428638,2021,Gaurav Munjal,Media and Entertainment,New Delhi
Vidyakul,Seed Round,955981,2021,JITO Angel Network,Education,Gurugram
Jambox Games,Seed Round,955981,2021,Unknown,Media and Entertainment,Bangalore
Miko,Undisclosed,2000000,2021,Chiratae Ventures,Technology,Mumbai
SuperK,Seed Round,955981,2021,STRIVE VC,E-Commerce and Retail,Andhra Pradesh
TagZ Foods,Pre-Series A,10325380,2021,Venture Catalysts,Agriculture and Food,Bangalore
Fuel Buddy,Undisclosed,2000000,2021,Jaipuria Family Office,Energy and Environment,New Delhi
M1xchange,Undisclosed,2000000,2021,Amazon,Finance and FinTech,Gurugram
Spintly,Undisclosed,2000000,2021,Riso Capital,Technology,Goa
EF Polymer,Undisclosed,2000000,2021,MTG Ventures,Agriculture and Food,Rajsamand
boAt,Undisclosed,2000000,2021,Qualcomm Ventures,E-Commerce and Retail,New Delhi
TruNativ,Seed Round,955981,2021,9Unicorns,Agriculture and Food,Mumbai
iBus,Undisclosed,2000000,2021,Morgan Stanley,Technology,Bangalore
Puresh Daily,Seed Round,955981,2021,Alfa Ventures,Agriculture and Food,Ranchi
LearnVern,Undisclosed,2000000,2021,Unknown,Education,Ahmadabad
LimeChat,Seed Round,955981,2021,Stellaris Venture Partners,Technology,Faridabad
Dybo,Seed Round,955981,2021,Spanache,Technology,Bangalore
moEVing,Seed Round,955981,2021,Unknown,Transportation and Mobility,Gurugram
WeWork India,Undisclosed,2000000,2021,Unknown,Technology,Bangalore
Solethreads,Series A,5032439,2021,DSG Consumer Partners,Consumer Goods,Gurugram
Beldara,Undisclosed,2000000,2021,Hindustan Media Ventures,E-Commerce and Retail,Mumbai
CredFlow,Seed Round,955981,2021,Stellaris Venture Partners,Finance and FinTech,New Delhi
Do Your Thng,Undisclosed,2000000,2021,Angelbay Holdings,Marketing and Advertising,Gurugram
Oye Rickshaw,Undisclosed,2000000,2021,Alteria Capital,Transportation and Mobility,Gurugram
Legitquest,Undisclosed,2000000,2021,WaterBridge Ventures,Professional Services,New Delhi
Swiggy,Undisclosed,2000000,2021,Carmignac,Agriculture and Food,Bangalore
AntWak,Seed Round,955981,2021,Vaibhav Domkundwar,Education,Bangalore
PlayShifu,Series B,2500000,2021,Chiratae Ventures,Education,Bangalore
Pitstop,Pre-Series A,14747749,2021,Acko Technology,Transportation and Mobility,Bangalore
Lendingkart,Debt Financing,2500000,2021,Bertelsmann India Investments,Finance and FinTech,Gujarat
CRED,Series D,100000000,2021,Dragoneer Investment Group,Finance and FinTech,Bangalore
Karnival,Seed Round,955981,2021,http://100x.vc/,Technology,Bangalore
PharmEasy,Series E,18000000,2021,TPG Growth,Healthcare and Wellness,Mumbai
WESS,Seed Round,955981,2021,Centrum Financial Services,Energy and Environment,Mumbai
ShopSe,Undisclosed,2000000,2021,Chiratae Ventures,Finance and FinTech,Mumbai
Fantasy Akhada,Undisclosed,2000000,2021,Harsha Bhogle,Media and Entertainment,Gurugram
Rage Coffee,Pre-Series A,10325380,2021,GetVantage,Agriculture and Food,New Delhi
Groww,Series D,100000000,2021,Tiger Global Management,Finance and FinTech,Bangalore
Avanti Finance,Series A,5032439,2021,Michael & Susan Dell Foundation,Finance and FinTech,Bangalore
Kudos,Pre-Series A,11640232,2021,Marquee fintech founders,Finance and FinTech,Pune
OfBusiness,Undisclosed,2000000,2021,Falcon Edge India,Finance and FinTech,Gurugram
Superpro.ai,Seed Round,955981,2021,SOSV,Media and Entertainment,Bangalore
ShareChat,Undisclosed,2000000,2021,Twitter Ventures,Media and Entertainment,Bangalore
WiT-ACE,Seed Round,955981,2021,CitiusTech,Transportation and Mobility,Gurugram
Spinny,Series C,79903750,2021,Arena Holdings,E-Commerce and Retail,Gurugram
Alteria Capital,Debt Financing,2500000,2021,Unknown,Finance and FinTech,Mumbai
Safexpay,Undisclosed,2000000,2021,T Choithrams BVI,Finance and FinTech,Thane
PumPumPum,Pre-Series A,15752071,2021,Kogta Financial India Limited,Real Estate and Construction,Gurugram
Speciale Invest,Undisclosed,2000000,2021,Unknown,Finance and FinTech,Bangalore
Eunimart,Pre-Series A,11262932,2021,SucSEED Venture Partners,E-Commerce and Retail,Hyderabad
Meesho,Undisclosed,2000000,2021,SAIF Partners,E-Commerce and Retail,Bangalore
CareerLabs,Undisclosed,2000000,2021,Global Founders Capital,Education,Bangalore
Uable,Pre-Series A,8556808,2021,JAFCO Asia,Education,Bangalore
Zoko,Seed Round,955981,2021,Y Combinator,Technology,Bangalore
GetWork,Seed Round,955981,2021,Artha Venture Fund,Technology,Gurugram
Easebuzz,Series A,5032439,2021,Jitendra Gupta,E-Commerce and Retail,Pune
Chingari,Undisclosed,2000000,2021,FJ Labs,Media and Entertainment,Bangalore
DusMinute,Pre-Series A,11262932,2021,Indian Angel Network,E-Commerce and Retail,Bangalore
Onsurity,Undisclosed,2000000,2021,Jitendra Gupta,Healthcare and Wellness,Bangalore
Karbon Card,Undisclosed,2000000,2021,Y Combinator,Finance and FinTech,Bangalore
Factors.AI,Undisclosed,2000000,2021,Elevation Partners,Technology,Bangalore
Elevar,Undisclosed,2000000,2021,Kalaari Capital,Media and Entertainment,Mumbai
Studio Sirah,Undisclosed,2000000,2021,Lumikai,Media and Entertainment,Bangalore
OTO Capital,Undisclosed,2000000,2021,Matrix Partners India,Finance and FinTech,Mumbai
1Bridge,Undisclosed,2000000,2021,C4D Partners,E-Commerce and Retail,Bangalore
Skeps,Undisclosed,2000000,2021,Bertelsmann India,Finance and FinTech,Gurugram
Curefoods,Undisclosed,2000000,2021,Iron Pillar,Agriculture and Food,Bangalore
TartanSense,Undisclosed,2000000,2021,FMC,Technology,Bangalore
Bewakoof,Undisclosed,2000000,2021,InvestCorp,Consumer Goods,Mumbai
Kirana247,Undisclosed,2000000,2021,Unknown,Transportation and Mobility,New Delhi
FanPlay,Undisclosed,2000000,2021,Pritesh Kumar,Media and Entertainment,Unknown
